  1.110223025E-15  1.417444881E-14 
  2.315738055E-04  5.913367265E-03 
  4.719096756E-04  1.205054419E-02 
  7.213386952E-04  1.841983475E-02 
  9.802044256E-04  2.502970078E-02 
  1.248863372E-03  3.188871445E-02 
  1.527685466E-03  3.900549644E-02 
  1.817054573E-03  4.638863765E-02 
  2.117369010E-03  5.404660195E-02 
  2.429042085E-03  6.198760789E-02 
  2.752502662E-03  7.021948780E-02 
  3.088195738E-03  7.874952359E-02 
  3.436583048E-03  8.758426067E-02 
  3.798143689E-03  9.672928764E-02 
  4.173374766E-03  1.061889942E-01 
  4.562792067E-03  1.159663353E-01 
  4.966930756E-03  1.260625496E-01 
  5.386346095E-03  1.364768950E-01 
  5.821614194E-03  1.472063812E-01 
  6.273332782E-03  1.582455152E-01 
  6.742122015E-03  1.695860720E-01 
  7.228625305E-03  1.812169073E-01 
  7.733510186E-03  1.931238252E-01 
  8.257469204E-03  2.052895145E-01 
  8.801220850E-03  2.176935566E-01 
  9.365510511E-03  2.303124947E-01 
  9.951111475E-03  2.431200265E-01 
  1.055882595E-02  2.560872476E-01 
  1.118948614E-02  2.691829907E-01 
  1.184395536E-02  2.823742528E-01 
  1.252312914E-02  2.956266394E-01 
  1.322793648E-02  3.089048704E-01 
  1.395934100E-02  3.221733274E-01 
  1.471834227E-02  3.353966159E-01 
  1.550597712E-02  3.485401112E-01 
  1.632332096E-02  3.615704586E-01 
  1.717148926E-02  3.744560136E-01 
  1.805163894E-02  3.871672394E-01 
  1.896496994E-02  3.996771156E-01 
  1.991272674E-02  4.119613169E-01 
  2.089620002E-02  4.239985163E-01 
  2.191672831E-02  4.357703147E-01 
  2.297569973E-02  4.472613217E-01 
  2.407455377E-02  4.584591797E-01 
  2.521478318E-02  4.693545067E-01 
  2.639793584E-02  4.799407721E-01 
  2.762561679E-02  4.902141321E-01 
  2.889949023E-02  5.001732524E-01 
  3.022128169E-02  5.098191431E-01 
  3.159278018E-02  5.191549987E-01 
  3.301584048E-02  5.281859991E-01 
  3.449238544E-02  5.369192678E-01 
  3.602440846E-02  5.453632969E-01 
  3.761397589E-02  5.535276702E-01 
  3.926322970E-02  5.614225846E-01 
  4.097439007E-02  5.690582998E-01 
  4.274975816E-02  5.764446525E-01 
  4.459171893E-02  5.835907090E-01 
  4.650274407E-02  5.905046299E-01 
  4.848539500E-02  5.971938095E-01 
  5.054232598E-02  6.036653024E-01 
  5.267628729E-02  6.099264565E-01 
  5.489012856E-02  6.159854920E-01 
  5.718680212E-02  6.218536435E-01 
  5.956936657E-02  6.275388324E-01 
  6.204099027E-02  6.330511403E-01 
  6.460495514E-02  6.384004008E-01 
  6.726466044E-02  6.435952472E-01 
  7.002362667E-02  6.486433170E-01 
  7.288549959E-02  6.535521989E-01 
  7.585405442E-02  6.583311222E-01 
  7.893320002E-02  6.629930735E-01 
  8.212698327E-02  6.675564543E-01 
  8.543959357E-02  6.720444004E-01 
  8.887536740E-02  6.764782850E-01 
  9.243879306E-02  6.808669425E-01 
  9.613451542E-02  6.852152143E-01 
  9.996734094E-02  6.895137723E-01 
  1.039422426E-01  6.937662164E-01 
  1.080643653E-01  6.979815472E-01 
  1.123390307E-01  7.021697968E-01 
  1.167717431E-01  7.063386640E-01 
  1.213681945E-01  7.104920186E-01 
  1.261342705E-01  7.146309733E-01 
  1.310760559E-01  7.187576301E-01 
  1.361998402E-01  7.228802980E-01 
  1.415121241E-01  7.270164955E-01 
  1.470196249E-01  7.311857280E-01 
  1.527292828E-01  7.354090098E-01 
  1.586482671E-01  7.396669888E-01 
  1.647839823E-01  7.439614979E-01 
  1.711440742E-01  7.483022231E-01 
  1.777364365E-01  7.526989116E-01 
  1.845692172E-01  7.571562017E-01 
  1.916508245E-01  7.616712491E-01 
  1.989899338E-01  7.662352941E-01 
  2.065954936E-01  7.708395868E-01 
  2.144767323E-01  7.754844115E-01 
  2.226431641E-01  7.801867458E-01 
  2.311045957E-01  7.849764897E-01 
  2.398711325E-01  7.898620420E-01 
  2.489531845E-01  7.948403624E-01 
  2.583614725E-01  7.999092877E-01 
  2.681070340E-01  8.050592242E-01 
  2.782012288E-01  8.102778070E-01 
  2.886557447E-01  8.155492657E-01 
  2.994826028E-01  8.208561156E-01 
  3.106941622E-01  8.261834987E-01 
  3.223031253E-01  8.315257038E-01 
  3.343225416E-01  8.368928658E-01 
  3.467658122E-01  8.423131888E-01 
  3.596466930E-01  8.478216706E-01 
  3.729792981E-01  8.534277780E-01 
  3.867781024E-01  8.591270594E-01 
  4.010579434E-01  8.648454018E-01 
  4.158340226E-01  8.706959587E-01 
  4.311219065E-01  8.767229233E-01 
  4.469375262E-01  8.829146005E-01 
  4.632971766E-01  8.892216563E-01 
  4.802175150E-01  8.955791966E-01 
  4.977155577E-01  9.019300173E-01 
  5.158086769E-01  9.082445868E-01 
  5.345145955E-01  9.145309547E-01 
  5.538513808E-01  9.208247303E-01 
  5.738374381E-01  9.271454115E-01 
  5.944915007E-01  9.334688459E-01 
  6.158326211E-01  9.398790729E-01 
  6.378801582E-01  9.463233442E-01 
  6.606537649E-01  9.527178595E-01 
  6.841733724E-01  9.589714414E-01 
  7.084591738E-01  9.649956668E-01 
  7.335316053E-01  9.707143494E-01 
  7.594113252E-01  9.760703877E-01 
  7.861191913E-01  9.810272228E-01 
  8.136762361E-01  9.855612561E-01 
  8.421036387E-01  9.896405634E-01 
  8.714226961E-01  9.931841367E-01 
  9.016547902E-01  9.960690764E-01 
  9.328213537E-01  9.983864586E-01 
  9.649438326E-01  1.000038558E+00 
  9.980436462E-01  1.001231589E+00 
  1.032142144E+00  1.002100525E+00 
  1.067260562E+00  1.002721836E+00 
  1.103419972E+00  1.003131565E+00 
  1.140641232E+00  1.003347087E+00 
  1.178944930E+00  1.003389354E+00 
  1.218351330E+00  1.003300258E+00 
  1.258880313E+00  1.003146775E+00 
  1.300551308E+00  1.002999671E+00 
  1.343383234E+00  1.002869510E+00 
  1.387394428E+00  1.002707369E+00 
  1.432602576E+00  1.002543724E+00 
  1.479024637E+00  1.002378884E+00 
  1.526676772E+00  1.002216721E+00 
  1.575574263E+00  1.002058852E+00 
  1.625731435E+00  1.001905275E+00 
  1.677161572E+00  1.001755141E+00 
  1.729876839E+00  1.001607564E+00 
  1.783888194E+00  1.001462330E+00 
  1.839205306E+00  1.001320291E+00 
  1.895836466E+00  1.001183146E+00 
  1.953788505E+00  1.001052210E+00 
  2.013066709E+00  1.000926109E+00 
  2.073674731E+00  1.000803712E+00 
  2.135614514E+00  1.000686018E+00 
  2.198886201E+00  1.000573939E+00 
  2.263488064E+00  1.000467900E+00 
  2.329416424E+00  1.000367996E+00 
  2.396665577E+00  1.000274144E+00 
  2.465227726E+00  1.000186228E+00 
  2.535092918E+00  1.000104214E+00 
  2.606248980E+00  1.000028201E+00 
  2.678681471E+00  9.999583895E-01 
  2.752373629E+00  9.998949214E-01 
  2.827306334E+00  9.998375673E-01 
  2.903458074E+00  9.997862885E-01 
  2.980804917E+00  9.997405693E-01 
  3.059320499E+00  9.997006742E-01 
  3.138976013E+00  9.996666115E-01 
  3.219740209E+00  9.996381725E-01 
  3.301579410E+00  9.996150676E-01 
  3.384457532E+00  9.995970319E-01 
  3.468336113E+00  9.995838831E-01 
  3.553174358E+00  9.995755150E-01 
  3.638929194E+00  9.995718074E-01 
  3.725555330E+00  9.995724341E-01 
  3.813005335E+00  9.995765514E-01 
  3.901229721E+00  9.995857726E-01 
  3.990177041E+00  9.995973324E-01 
  4.079793995E+00  9.996109503E-01 
  4.170025545E+00  9.996288321E-01 
  4.260815041E+00  9.996504307E-01 
  4.352104352E+00  9.996742347E-01 
  4.443834014E+00  9.996990614E-01 
  4.535943376E+00  9.997247479E-01 
  4.628370755E+00  9.997521457E-01 
  4.721053603E+00  9.997823495E-01 
  4.813928671E+00  9.998151132E-01 
  4.906932181E+00  9.998464362E-01 
  5.000000000E+00  9.998653322E-01 
